plant_id,scientific_name,common_name,display_name,plant_family,image_url,image_source,native_states,growth_habit,plant_type,zone_min,zone_max,maintenance,soil_description,soil_moisture,soil_ph,supports_full_sun,supports_part_shade,supports_shade,supports_low_water,supports_medium_water,supports_high_water,bloom_color,bloom_jan,bloom_feb,bloom_mar,bloom_apr,bloom_may,bloom_jun,bloom_jul,bloom_aug,bloom_sep,bloom_oct,bloom_nov,bloom_dec,supports_bee_observed,supports_butterfly_observed,supports_hummingbird_observed,supports_moth_observed,supports_fly_observed,supports_beetle_observed,supports_wasp_observed,has_ladybird_data,has_pollinator_data
PLANT-00128,Athyrium filix-femina var. angustum,northern lady fern,northern lady fern,,,,Colorado | Connecticut | Delaware | Illinois | Indiana | Iowa | Kentucky | Maine | Maryland | Massachusetts | Michigan | Minnesota | Missouri | New Hampshire | New Jersey | New York | North Carolina | North Dakota | Ohio | Pennsylvania | Rhode Island | South Dakota | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,,Fern,3,7,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00129,Athyrium thelypterioides,lady fern,lady fern,,https://static.inaturalist.org/photos/4119213/medium.jpg,iNaturalist,Alabama | Arkansas | Connecticut | Delaware | Georgia | Illinois | Indiana | Iowa | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Pennsylvania | Rhode Island | South Carolina | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,,Fern,4,8,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00130,Baccharis halimifolia,"Groundseltree, Sea-myrtle, Consumptionweed, Eastern Baccharis, Groundsel, Groundsel Bush, Salt Marsh-elder, Salt Bush, Florida Groundsel Bush","Groundseltree, Sea-myrtle, Consumptionweed, Eastern Baccharis, Groundsel, Groundsel Bush, Salt Marsh-elder, Salt Bush, Florida Groundsel Bush",Asteraceae,https://static.inaturalist.org/photos/56150639/medium.jpg,iNaturalist,Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Louisiana | Maryland | Massachusetts | Mississippi | New Jersey | New York | North Carolina | Oklahoma | Pennsylvania | Rhode Island | South Carolina | Texas | Virginia,Shrub,Deciduous shrub,5,10,Low,"Wet to droughty, gravel to fine sands. Sandy Loam, Sandy, Acid-based.",Wet,Circumneutral (pH 6.8-7.2),FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,White,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00131,Baccharis pilularis,"Coyotebrush, Chaparral Broom, Coyote Bush","Coyotebrush, Chaparral Broom, Coyote Bush",Asteraceae,https://inaturalist-open-data.s3.amazonaws.com/photos/5362069/medium.jpg,iNaturalist,California | New Mexico | Oregon | Washington,Shrub,Broadleaf evergreen,8,10,Low,Dry sandy soils.,Dry,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"White , Yellow",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00132,Baptisia alba var. macrophylla,"Largeleaf Wild Indigo, White Wild Indigo","Largeleaf Wild Indigo, White Wild Indigo",Fabaceae,,,Arkansas | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New York | Ohio | Oklahoma | Tennessee | Texas | Wisconsin,Herb,Herbaceous perennial,3,9,Low,,"Dry , Moist",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,White,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00133,Baptisia australis,"Blue Wild Indigo, Wild Blue Indigo, Blue False Indigo","Blue Wild Indigo, Wild Blue Indigo, Blue False Indigo",Fabaceae,,,Alabama | Arkansas | Connecticut | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Maryland | Michigan | Missouri | Nebraska | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | South Carolina | Tennessee | Texas | Vermont | Virginia | West Virginia,Herb,Herbaceous perennial,3,9,Low,"Moist, well-drained, clays. Tolerates lime.",Moist,"Acidic (pH<6.8) , Circumneutral (pH 6.8-7.2)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Blue , Purple",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00134,Baptisia australis var. minor,Blue Wild Indigo,Blue Wild Indigo,Fabaceae,,,Arkansas | Illinois | Iowa | Kansas | Kentucky | Missouri | Nebraska | Oklahoma | Texas,Herb,Herbaceous perennial,3,8,Low,,"Dry , Moist",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Blue,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00135,Baptisia bracteata,Longbract Wild Indigo,Longbract Wild Indigo,Fabaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/1715224/medium.jpg,iNaturalist,Alabama | Arkansas | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Michigan | Minnesota | Mississippi | Missouri | Nebraska | North Carolina | Oklahoma | South Carolina | Tennessee | Texas | Wisconsin,Herb,Herbaceous perennial,3,9,Low,,"Dry , Moist",,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"White , Yellow",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00136,Baptisia bracteata var. leucophaea,"Longbract Wild Indigo, Cream False Indigo, Plains Wild Indigo, Cream Wild Indigo, Large-bracted Wild Indigo","Longbract Wild Indigo, Cream False Indigo, Plains Wild Indigo, Cream Wild Indigo, Large-bracted Wild Indigo",Fabaceae,,,Arkansas | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Jersey | Oklahoma | South Dakota | Tennessee | Texas | Wisconsin,Herb,Herbaceous perennial,5,9,Low,"Well-drained, sandy to loamy soils.",Moist,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"White , Yellow",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00137,Baptisia lanceolata,"Gopherweed, Pineland Baptisia","Gopherweed, Pineland Baptisia",Fabaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/69413416/medium.jpg,iNaturalist,Alabama | Arkansas | Delaware | Florida | Georgia | Kentucky | Louisiana | Maryland | Mississippi | North Carolina | South Carolina | Tennessee | Virginia,Herb,Herbaceous perennial,6,9,Low,Sandy soils.,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yellow,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00138,Baptisia perfoliata,false indigo,false indigo,,https://inaturalist-open-data.s3.amazonaws.com/photos/4771059/medium.jpg,iNaturalist,Florida | Georgia | South Carolina,,Herbaceous perennial,7,9,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00139,Baptisia sphaerocarpa,"Yellow Wild Indigo, Green Wild Indigo, Bush Pea, Yellow Wisteria","Yellow Wild Indigo, Green Wild Indigo, Bush Pea, Yellow Wisteria",Fabaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/13942254/medium.jpg,iNaturalist,Arkansas | Louisiana | Mississippi | Missouri | Oklahoma | Texas,Herb,Herbaceous perennial,5,8,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yellow,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00140,Baptisia tinctoria,"Horseflyweed, Yellow Wild Indigo","Horseflyweed, Yellow Wild Indigo",Fabaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/2371460/medium.jpg,iNaturalist,Connecticut | Delaware | Georgia | Illinois | Indiana | Iowa | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | New Hampshire | New Jersey | New York | North Carolina | Ohio | Pennsylvania | Rhode Island | South Carolina | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,Herb,Herbaceous perennial,3,9,Low,"Loam, Sand",Dry,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Yellow,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00141,Berberis aquifolium,holly-leaved barberry,holly-leaved barberry,,https://static.inaturalist.org/photos/33215492/medium.jpeg,iNaturalist,California | Georgia | Idaho | Kentucky | Michigan | Montana | New Jersey | New York | Ohio | Oregon | Washington,,Broadleaf evergreen,5,8,Medium,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00142,Berberis dictyota,Jepson's Oregon-grape,Jepson's Oregon-grape,,https://inaturalist-open-data.s3.amazonaws.com/photos/3319608/medium.jpg,iNaturalist,California,,Broadleaf evergreen,7,10,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00143,Berchemia scandens,"Alabama Supplejack, Alabama Supple-jack, Rattan-vine","Alabama Supplejack, Alabama Supple-jack, Rattan-vine",Rhamnaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/1829369/medium.jpg,iNaturalist,Alabama | Arkansas | Florida | Georgia | Illinois | Kentucky | Louisiana | Maryland | Mississippi | Missouri | North Carolina | Oklahoma | South Carolina | Tennessee | Texas | Virginia,Vine,Vine,6,9,Low,,Moist,Acidic (pH<6.8),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Green,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00144,Berlandiera lyrata,"Chocolate Daisy, Chocolate Flower, Lyreleaf Greeneyes, Green-eyed Lyre Leaf","Chocolate Daisy, Chocolate Flower, Lyreleaf Greeneyes, Green-eyed Lyre Leaf",Asteraceae,https://inaturalist-open-data.s3.amazonaws.com/photos/41882154/medium.jpg,iNaturalist,Arizona | Colorado | Kansas | New Mexico | Oklahoma | Texas,Herb,Herbaceous perennial,4,10,Low,,Moist,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Yellow,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00145,Berlandiera texana,green eyes,green eyes,,https://inaturalist-open-data.s3.amazonaws.com/photos/979448/medium.JPG,iNaturalist,Arkansas | Kansas | Louisiana | Missouri | New Mexico | Oklahoma | Texas,,Herbaceous perennial,6,8,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00146,Betula lenta,"Sweet Birch, Cherry Birch, Black Birch, Mahogany Birch","Sweet Birch, Cherry Birch, Black Birch, Mahogany Birch",Betulaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/215065708/medium.jpg,iNaturalist,Connecticut | Georgia | Kentucky | Maine | Maryland | Massachusetts | New Hampshire | New Jersey | New York | North Carolina | Ohio | Pennsylvania | Rhode Island | South Carolina | Tennessee | Vermont | Virginia | West Virginia,Tree,Tree,3,8,Medium,"Rich, moist, well-drained soil.","Dry , Moist",Acidic (pH<6.8),FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Red , Yellow , Green , Brown",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00147,Betula nigra,"River Birch, Red Birch, Black Birch, Water Birch","River Birch, Red Birch, Black Birch, Water Birch",Betulaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/816571/medium.jpg,iNaturalist,Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maryland | Massachusetts | Minnesota | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | South Carolina | Tennessee | Texas | Virginia | West Virginia | Wisconsin,Tree,Tree,4,9,Low,"Sandy, moist soils. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Acid-based",Moist,Circumneutral (pH 6.8-7.2),FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Green , Brown",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00148,Betula occidentalis,"Water Birch, Mountain Birch","Water Birch, Mountain Birch",Betulaceae,https://static.inaturalist.org/photos/131137468/medium.jpg,iNaturalist,Alaska | Arizona | California | Colorado | Idaho | Montana | Nebraska | Nevada | New Mexico | North Dakota | Oregon | South Dakota | Utah | Washington | Wyoming,Tree,Tree,4,6,Low,Moist soils.,Moist,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Yellow , Green , Brown",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00149,Betula papyrifera,"Paper Birch, Canoe Birch, White Birch","Paper Birch, Canoe Birch, White Birch",Betulaceae,https://static.inaturalist.org/photos/318921929/medium.jpeg,iNaturalist,Alaska | Colorado | Connecticut | Delaware | Idaho | Illinois | Indiana | Iowa | Maine | Maryland | Michigan | Minnesota | Montana | Nebraska | New Hampshire | New Jersey | New York | North Carolina | North Dakota | Ohio | Oregon | Pennsylvania | Rhode Island | South Dakota | Tennessee | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming,Tree,Tree,2,6,High,"Moist, fertile, cool soils.",Moist,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Yellow , Green , Brown",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00150,Betula populifolia,"Gray Birch, White Birch, Aspen-leaved Birch","Gray Birch, White Birch, Aspen-leaved Birch",Betulaceae,https://static.inaturalist.org/photos/141783451/medium.jpg,iNaturalist,Connecticut | Delaware | Indiana | Maine | New Hampshire | New Jersey | New York | North Carolina | Ohio | Pennsylvania | Rhode Island | Vermont | Virginia | West Virginia,Tree,Tree,3,6,High,"Wet to dry, poor soils.","Dry , Moist , Wet",,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Green , Brown",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00151,Bignonia capreolata,Crossvine,Crossvine,Bignoniaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/255699/medium.jpg,iNaturalist,Alabama | Arkansas | Florida | Georgia | Illinois | Indiana | Kentucky | Louisiana | Maryland | Mississippi | Missouri | North Carolina | Ohio | Oklahoma | South Carolina | Tennessee | Texas | Virginia | West Virginia,Vine,Vine,5,9,Medium,"Moist, well-drained, acidic or calcareous soils. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay.","Dry , Moist",Circumneutral (pH 6.8-7.2),TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"Red , Yellow",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00152,Blechnum spicant,Deer Fern,Deer Fern,Blechnaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/53091615/medium.jpg,iNaturalist,Alaska | California | Idaho | Oregon | Washington,Herb,Fern,5,8,Low,Moist soils.,"Moist , Wet",,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Not Applicable,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00153,Blephilia ciliata,"Downy Pagoda-plant, Sunny Woodmint, Ohio Horsemint","Downy Pagoda-plant, Sunny Woodmint, Ohio Horsemint",Lamiaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/501669/medium.jpg,iNaturalist,Alabama | Arkansas | Connecticut | Delaware | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maryland | Michigan | Mississippi | Missouri | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin,Herb,Herbaceous perennial,4,8,Medium,Well-drained soils.,Dry,Acidic (pH<6.8),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"White , Blue , Purple",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00154,Blephilia hirsuta,"Hairy Woodmint, Hairy Pagoda-plant","Hairy Woodmint, Hairy Pagoda-plant",Lamiaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/3093905/medium.jpg,iNaturalist,Alabama | Arkansas | Connecticut | Delaware | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Maryland | Michigan | Minnesota | Missouri | Nebraska | New York | North Carolina | Ohio | Pennsylvania | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin,Herb,Herbaceous perennial,4,8,Medium,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Blue , Purple",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00155,Boltonia asteroides,"Boltonia, White Doll's Daisy","Boltonia, White Doll's Daisy",Asteraceae,https://inaturalist-open-data.s3.amazonaws.com/photos/4902293/medium.jpeg,iNaturalist,Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Jersey | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Vermont | Virginia | Wisconsin,Herb,Herbaceous perennial,3,10,Medium,"acidic, rich, also tolerates clay","Dry , Moist",Acidic (pH<6.8),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,White,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00156,Boltonia asteroides var. latisquama,"White Doll's Daisy, False Aster, Asterlike Boltonia","White Doll's Daisy, False Aster, Asterlike Boltonia",Asteraceae,,,Arkansas | Connecticut | Iowa | Kansas | Maine | Massachusetts | Minnesota | Missouri | Nebraska | North Dakota | Oklahoma | Rhode Island | South Dakota | Vermont | Wisconsin,Herb,Herbaceous perennial,4,9,Medium,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"White , Pink , Yellow , Purple",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00157,Boltonia decurrens,"Claspingleaf Doll's Daisy, Decurrent False Aster","Claspingleaf Doll's Daisy, Decurrent False Aster",Asteraceae,https://inaturalist-open-data.s3.amazonaws.com/photos/4688507/medium.jpeg,iNaturalist,Illinois | Iowa | Missouri,Herb,Herbaceous perennial,4,8,Medium,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"White , Pink , Yellow , Purple",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00158,Bouteloua curtipendula,"Sideoats Grama, Banderilla, Banderita, Navajita","Sideoats Grama, Banderilla, Banderita, Navajita",Poaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/5329132/medium.jpeg,iNaturalist,Alabama | Arizona | Arkansas | California | Colorado | Connecticut | Florida | Georgia | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | South Carolina | South Dakota | Tennessee | Texas | Utah | Virginia | Washington | West Virginia | Wisconsin | Wyoming,Grass/Grass-like,Ornamental grass,4,9,Low,"Medium-textured, well-drained soils. Disturbed, igneous, limestone-based sands, loams, and clays.","Dry , Moist",,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Red , Orange , Yellow",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00159,Bouteloua gracilis,Blue Grama,Blue Grama,Poaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/79232001/medium.jpg,iNaturalist,Arizona | Arkansas | California | Colorado | Idaho | Illinois | Iowa | Kansas | Minnesota | Missouri | Montana | Nebraska | Nevada | New Mexico | North Dakota | Oklahoma | South Dakota | Texas | Utah | Wisconsin | Wyoming,Grass/Grass-like,Ornamental grass,3,10,Low,"Well-drained, low organic content, gravelly soils or sandy loams, clays. Calcareous or granitic.",Dry,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Yellow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00160,Boykinia aconitifolia,Allegheny Brookfoam,Allegheny Brookfoam,Saxifragaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/896525/medium.jpeg,iNaturalist,Alabama | Georgia | Kentucky | North Carolina | South Carolina | Tennessee | Virginia | West Virginia,Herb,Herbaceous perennial,5,9,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,White,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00161,Brickellia eupatorioides,False Boneset,False Boneset,Asteraceae,https://inaturalist-open-data.s3.amazonaws.com/photos/133690/medium.jpg,iNaturalist,Alabama | Arizona | Arkansas | Colorado | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maryland | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | New Jersey | New Mexico | North Carolina | North Dakota | Ohio | Oklahoma | Pennsylvania | South Carolina | South Dakota | Tennessee | Texas | Utah | Virginia | West Virginia | Wisconsin,Herb,Herbaceous perennial,6,9,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"White , Pink , Yellow , Green",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00162,Buchloe dactyloides,buffalo grass,buffalo grass,,https://inaturalist-open-data.s3.amazonaws.com/photos/4157702/medium.JPG,iNaturalist,Arizona | Arkansas | Colorado | Georgia | Illinois | Iowa | Kansas | Louisiana | Minnesota | Missouri | Montana | Nebraska | Nevada | New Mexico | North Dakota | Oklahoma | South Dakota | Texas | Utah | Virginia | Wisconsin | Wyoming,,Ornamental grass,4,8,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00163,Bursera simaruba,gumbo-limbo,gumbo-limbo,,https://inaturalist-open-data.s3.amazonaws.com/photos/116222598/medium.jpeg,iNaturalist,Florida,,Tree,10,12,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
