plant_id,scientific_name,common_name,display_name,plant_family,image_url,image_source,native_states,growth_habit,plant_type,zone_min,zone_max,maintenance,soil_description,soil_moisture,soil_ph,supports_full_sun,supports_part_shade,supports_shade,supports_low_water,supports_medium_water,supports_high_water,bloom_color,bloom_jan,bloom_feb,bloom_mar,bloom_apr,bloom_may,bloom_jun,bloom_jul,bloom_aug,bloom_sep,bloom_oct,bloom_nov,bloom_dec,supports_bee_observed,supports_butterfly_observed,supports_hummingbird_observed,supports_moth_observed,supports_fly_observed,supports_beetle_observed,supports_wasp_observed,has_ladybird_data,has_pollinator_data
PLANT-00001,Abies balsamea,"Balsam Fir, Blister Pine, Northern Balsam","Balsam Fir, Blister Pine, Northern Balsam",Pinaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/9906794/medium.jpg,iNaturalist,Connecticut | Iowa | Maine | Massachusetts | Michigan | Minnesota | New Hampshire | New Jersey | New York | Pennsylvania | Vermont | Virginia | West Virginia | Wisconsin,Tree,Needled evergreen,3,6,Medium,"Well-drained, acid, moist soils.",Moist,Acidic (pH<6.8),TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Yellow , Green , Purple , Brown",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00002,Abies concolor,"White Fir, Balsam Fir, Colorado Fir, Concolor Fir, Silver Fir, White Balsam, Oyamel De California","White Fir, Balsam Fir, Colorado Fir, Concolor Fir, Silver Fir, White Balsam, Oyamel De California",Pinaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/56287604/medium.jpg,iNaturalist,Arizona | California | Colorado | Idaho | Nevada | Oregon | Utah | Wyoming,Tree,Needled evergreen,3,7,Medium,"Well-drained, gravelly or sandy-loam soils.",,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Red,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00003,Abies fraseri,"Fraser Fir, She-balsam","Fraser Fir, She-balsam",Pinaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/2043904/medium.jpg,iNaturalist,Georgia | Minnesota | North Carolina | Tennessee | Virginia,Tree,Needled evergreen,4,7,Medium,,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Purple,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00004,Abies grandis,"Grand Fir, Giant Fir","Grand Fir, Giant Fir",Pinaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/56287604/medium.jpg,iNaturalist,California | Idaho | Montana | Oregon | Washington,Tree,Needled evergreen,5,6,Medium,Well-drained soils.,"Dry , Moist",,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"White , Green",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00005,Acacia koa,koa,koa,,https://static.inaturalist.org/photos/98778970/medium.jpg,iNaturalist,Hawaii,,Tree,10,11,Medium,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00006,Acalypha wilkesiana,Jacob's coat,Jacob's coat,,https://static.inaturalist.org/photos/346178667/medium.jpg,iNaturalist,Hawaii,,Broadleaf evergreen,10,11,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00007,Acer macrophyllum,"Bigleaf Maple, Big-leaf Maple","Bigleaf Maple, Big-leaf Maple",Aceraceae,https://inaturalist-open-data.s3.amazonaws.com/photos/494655644/medium.jpg,iNaturalist,California | Oregon | Washington,Tree,Tree,6,7,Low,"Cool, moist soils.","Dry , Moist",,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Yellow , Green , Brown",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00008,Acer negundo,"Box Elder, Box Elder Maple, Ash-leaved Maple, Ashleaf Maple, Red River Maple, Fresno De Guajuco","Box Elder, Box Elder Maple, Ash-leaved Maple, Ashleaf Maple, Red River Maple, Fresno De Guajuco",Aceraceae,https://inaturalist-open-data.s3.amazonaws.com/photos/486113480/medium.jpg,iNaturalist,Alabama | Arkansas | Colorado | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin,Tree,Tree,2,10,Low,Variable.,Moist,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Yellow , Green , Brown",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00009,Acer pensylvanicum,"Striped Maple, Moosewood","Striped Maple, Moosewood",Aceraceae,https://inaturalist-open-data.s3.amazonaws.com/photos/8048591/medium.jpg,iNaturalist,Connecticut | Georgia | Indiana | Kentucky | Maine | Maryland | Massachusetts | Michigan | Minnesota | New Hampshire | New Jersey | New York | North Carolina | Ohio | Pennsylvania | Rhode Island | South Carolina | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,Tree,Tree,3,7,Low,"Cool, well-drained, moist, acidic soils.",Moist,Acidic (pH<6.8),FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"Yellow , Green , Brown",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00010,Acer rubrum,"Red Maple, Scarlet Maple, Soft Maple","Red Maple, Scarlet Maple, Soft Maple",Aceraceae,https://inaturalist-open-data.s3.amazonaws.com/photos/371065093/medium.jpg,iNaturalist,Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin,Tree,Tree,3,9,Low,"Moist, slightly acidic soils.",Moist,"Acidic (pH<6.8) , Circumneutral (pH 6.8-7.2)",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Red , Yellow",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00011,Acer saccharinum,"Silver Maple, Soft Maple, White Maple","Silver Maple, Soft Maple, White Maple",Aceraceae,https://inaturalist-open-data.s3.amazonaws.com/photos/135565/medium.jpg,iNaturalist,Alabama | Arkansas | California | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Vermont | Virginia | Washington | West Virginia | Wisconsin,Tree,Tree,3,9,Low,"Rich, wet to moist, slightly acid soils.",Moist,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"White , Red , Yellow",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00012,Acer saccharum,"Sugar Maple, Northern Sugar Maple","Sugar Maple, Northern Sugar Maple",Aceraceae,https://inaturalist-open-data.s3.amazonaws.com/photos/230661769/medium.jpeg,iNaturalist,Alabama | Arkansas | Connecticut | Delaware | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | North Dakota | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Dakota | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,Tree,Tree,3,8,Medium,"Rich, moist, well-drained soils.","Dry , Moist",,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Yellow , Green , Brown",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00013,Acer saccharum subsp. grandidentatum,bigtooth maple,bigtooth maple,,,,Arizona | Colorado | Idaho | Montana | Nevada | New Mexico | Texas | Utah | Washington | Wyoming,,Deciduous shrub,5,8,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00014,Acer saccharum subsp. nigrum,black maple,black maple,,,,Alabama | Arkansas | Connecticut | Delaware | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Maryland | Massachusetts | Michigan | Minnesota | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Pennsylvania | South Dakota | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,,Tree,4,8,Medium,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00015,Achillea millefolium,"Common Yarrow, Western Yarrow, Yarrow, Milfoil","Common Yarrow, Western Yarrow, Yarrow, Milfoil",Asteraceae,https://inaturalist-open-data.s3.amazonaws.com/photos/4902/medium.jpg,iNaturalist,Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | Florida | Georgia | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming,Herb,Herbaceous perennial,3,9,Medium,,Dry,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"White , Pink",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PLANT-00016,Acoelorrhaphe wrightii,paurotis palm,paurotis palm,,https://inaturalist-open-data.s3.amazonaws.com/photos/119800158/medium.jpeg,iNaturalist,Florida,,Palm or Cycad,9,12,Medium,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00017,Acorus calamus,sweet flag,sweet flag,,https://inaturalist-open-data.s3.amazonaws.com/photos/31058762/medium.jpg,iNaturalist,Alaska | Connecticut | Idaho | Illinois | Indiana | Iowa | Kansas | Maine | Massachusetts | Michigan | Minnesota | Montana | Nebraska | New Hampshire | New Jersey | New York | North Dakota | Ohio | Pennsylvania | Rhode Island | South Dakota | Vermont | Virginia | Washington | Wisconsin,,Rush or Sedge,4,10,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00018,Actaea pachypoda,"White Baneberry, Dolls Eyes","White Baneberry, Dolls Eyes",Ranunculaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/660709/medium.jpg,iNaturalist,Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,Herb,Herbaceous perennial,3,8,Low,"Various well-drained, humus-rich soils.","Moist , Wet",Acidic (pH<6.8),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,White,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00019,Actaea racemosa,Black Baneberry,Black Baneberry,Ranunculaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/93111/medium.jpg,iNaturalist,Alabama | Arkansas | Connecticut | Delaware | Georgia | Illinois | Indiana | Iowa | Kentucky | Maine | Maryland | Massachusetts | Michigan | Mississippi | Missouri | New Jersey | New York | North Carolina | Ohio | Pennsylvania | South Carolina | Tennessee | Virginia | West Virginia,Herb,Herbaceous perennial,3,8,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"White , Green",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00020,Adiantum capillus-veneris,"Southern Maidenhair Fern, Common Maidenhair Fern, Maidenhair Fern, Venus Hair Fern","Southern Maidenhair Fern, Common Maidenhair Fern, Maidenhair Fern, Venus Hair Fern",Pteridaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/170713050/medium.jpeg,iNaturalist,Alabama | Arizona | Arkansas | California | Colorado | Florida | Georgia | Hawaii | Kentucky | Louisiana | Maryland | Mississippi | Missouri | Nevada | New Mexico | North Carolina | Ohio | Oklahoma | South Carolina | South Dakota | Tennessee | Texas | Utah | Virginia,Fern,Fern,5,8,Low,"Moist, well-drained sand, loam or limestone. Can occur as an attached mass growing directly on rock outcroppings where moisture is present","Moist , Wet",Alkaline (pH>7.2),FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Not Applicable,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00021,Adiantum pedatum,"Northern Maidenhair Fern, Maidenhair Fern","Northern Maidenhair Fern, Maidenhair Fern",Pteridaceae,https://static.inaturalist.org/photos/130175468/medium.jpeg,iNaturalist,Alabama | Alaska | Arkansas | Connecticut | Delaware | Georgia | Illinois | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,Fern,Fern,3,8,Low,"Rich, moist, well-drained soils, mostly acidic but can tolerate some lime.",Moist,Circumneutral (pH 6.8-7.2),FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Not Applicable,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00022,Aesculus californica,California Buckeye,California Buckeye,Hippocastanaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/72460428/medium.jpg,iNaturalist,California,Shrub,Tree,7,8,Medium,"Poor, dry soils.",Dry,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"White , Pink",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00023,Aesculus flava,"Yellow Buckeye, Sweet Buckeye","Yellow Buckeye, Sweet Buckeye",Hippocastanaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/193277568/medium.jpg,iNaturalist,Alabama | Georgia | Illinois | Indiana | Kentucky | Maryland | Mississippi | New Jersey | North Carolina | Ohio | Pennsylvania | South Carolina | Tennessee | Virginia | West Virginia,Tree,Tree,4,8,Medium,"Rich, moist, well-drained soils.",Moist,Circumneutral (pH 6.8-7.2),FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,White,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00024,Aesculus glabra,"Ohio Buckeye, Texas Buckeye, Fetid Buckeye, Horse Chestnut","Ohio Buckeye, Texas Buckeye, Fetid Buckeye, Horse Chestnut",Hippocastanaceae,https://static.inaturalist.org/photos/37462323/medium.jpeg,iNaturalist,Alabama | Arkansas | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Maine | Maryland | Michigan | Minnesota | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | South Carolina | Tennessee | Texas | West Virginia | Wisconsin,Tree,Tree,3,7,Medium,"Rich, moist, well-drained soils.",Moist,Acidic (pH<6.8),TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Yellow , Green , Brown",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00025,Aesculus parviflora,Bottlebrush Buckeye,Bottlebrush Buckeye,Hippocastanaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/19700508/medium.jpg,iNaturalist,Alabama | Georgia | New Jersey | Pennsylvania | South Carolina,Shrub,Deciduous shrub,4,8,Low,"Moist, well-drained, shallow soils over limestone or loamy sands.",,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,White,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00026,Aesculus parviflora var. serotina,bottlebrush buckeye,bottlebrush buckeye,,,,Alabama | Arkansas | Delaware | Florida | Georgia | Kentucky | Louisiana | Maryland | Mississippi | North Carolina | South Carolina | Tennessee | Virginia,,Deciduous shrub,4,8,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00027,Aesculus pavia,"Red Buckeye, Scarlet Buckeye , Firecracker Plant","Red Buckeye, Scarlet Buckeye , Firecracker Plant",Hippocastanaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/34729028/medium.jpeg,iNaturalist,Alabama | Arkansas | Florida | Georgia | Illinois | Kentucky | Louisiana | Mississippi | Missouri | North Carolina | Oklahoma | South Carolina | Tennessee | Texas | Virginia | West Virginia,Shrub,Deciduous shrub,4,8,Medium,"Deep, well-drained sand, loam, clay, limestone. Variety",Moist,"Acidic (pH<6.8) , Circumneutral (pH 6.8-7.2)",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"Red , Yellow",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00028,Aesculus sylvatica,Painted Buckeye,Painted Buckeye,Hippocastanaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/7448565/medium.jpg,iNaturalist,Alabama | Florida | Georgia | Kentucky | North Carolina | South Carolina | Tennessee | Virginia,Shrub,Deciduous shrub,7,8,Medium,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Yellow , Green",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00029,Agalinis tenuifolia,Slenderleaf False Foxglove,Slenderleaf False Foxglove,Scrophulariaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/420427363/medium.jpg,iNaturalist,Alabama | Arkansas | Colorado | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin | Wyoming,Herb,Annual,2,11,Medium,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"White , Red , Pink , Yellow , Purple",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00030,Agastache cana,"Mosquito Plant, Mosquito-plant, Texas Hummingbird Mint","Mosquito Plant, Mosquito-plant, Texas Hummingbird Mint",Lamiaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/117346114/medium.jpg,iNaturalist,New Mexico | Texas,Herb,Herbaceous perennial,5,9,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pink,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00031,Agastache foeniculum,"Blue Giant Hyssop, Blue Giant-hyssop, Fragrant Giant Hyssop, Lavender Hyssop, Anise Hyssop","Blue Giant Hyssop, Blue Giant-hyssop, Fragrant Giant Hyssop, Lavender Hyssop, Anise Hyssop",Lamiaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/417901162/medium.jpeg,iNaturalist,Colorado | Connecticut | Delaware | Idaho | Illinois | Iowa | Kentucky | Michigan | Minnesota | Montana | Nebraska | New Hampshire | New York | North Dakota | Pennsylvania | South Dakota | Washington | Wisconsin | Wyoming,Herb,Herbaceous perennial,4,8,Medium,"Sandy, well-drained soils",Moist,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Blue , Purple",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00032,Agastache nepetoides,Yellow Giant Hyssop,Yellow Giant Hyssop,Lamiaceae,https://static.inaturalist.org/photos/152641959/medium.jpg,iNaturalist,Alabama | Arkansas | Delaware | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Maryland | Michigan | Minnesota | Missouri | Nebraska | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | South Carolina | South Dakota | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,Subshrub,Herbaceous perennial,2,8,Low,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Yellow , Green",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00033,Agastache rupestris,"Threadleaf Giant Hyssop, Thread-leaf Giant-hyssop","Threadleaf Giant Hyssop, Thread-leaf Giant-hyssop",Lamiaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/28669841/medium.jpg,iNaturalist,Arizona | New Mexico,Herb,Herbaceous perennial,5,8,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Red , Pink , Purple",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00034,Agave americana,"American Century Plant, Century Plant","American Century Plant, Century Plant",Agavaceae,https://static.inaturalist.org/photos/333174371/medium.jpg,iNaturalist,Arizona | Texas,Cactus/Succulent,Herbaceous perennial,8,10,Medium,"Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Rocky Soil",Dry,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Yellow,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PLANT-00035,Agave havardiana,century plant,century plant,,https://static.inaturalist.org/photos/130121684/medium.jpg,iNaturalist,Texas,,Herbaceous perennial,7,10,Low,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLANT-00036,Agave parryi,"Parry's Agave, Century Plant, Parry Agave","Parry's Agave, Century Plant, Parry Agave",Agavaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/501694033/medium.jpeg,iNaturalist,Arizona | New Mexico | Texas,Cactus/Succulent,Herbaceous perennial,7,10,Medium,"Dry, rocky soils.",Dry,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yellow , Green",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
