plant_id,scientific_name_key,native_state
PLANT-00001,abies balsamea,Connecticut
PLANT-00001,abies balsamea,Iowa
PLANT-00001,abies balsamea,Maine
PLANT-00001,abies balsamea,Massachusetts
PLANT-00001,abies balsamea,Michigan
PLANT-00001,abies balsamea,Minnesota
PLANT-00001,abies balsamea,New Hampshire
PLANT-00001,abies balsamea,New Jersey
PLANT-00001,abies balsamea,New York
PLANT-00001,abies balsamea,Pennsylvania
PLANT-00001,abies balsamea,Vermont
PLANT-00001,abies balsamea,Virginia
PLANT-00001,abies balsamea,West Virginia
PLANT-00001,abies balsamea,Wisconsin
PLANT-00002,abies concolor,Arizona
PLANT-00002,abies concolor,California
PLANT-00002,abies concolor,Colorado
PLANT-00002,abies concolor,Idaho
PLANT-00002,abies concolor,Nevada
PLANT-00002,abies concolor,Oregon
PLANT-00002,abies concolor,Utah
PLANT-00002,abies concolor,Wyoming
PLANT-00003,abies fraseri,Georgia
PLANT-00003,abies fraseri,Minnesota
PLANT-00003,abies fraseri,North Carolina
PLANT-00003,abies fraseri,Tennessee
PLANT-00003,abies fraseri,Virginia
PLANT-00004,abies grandis,California
PLANT-00004,abies grandis,Idaho
PLANT-00004,abies grandis,Montana
PLANT-00004,abies grandis,Oregon
PLANT-00004,abies grandis,Washington
PLANT-00005,acacia koa,Hawaii
PLANT-00006,acalypha wilkesiana,Hawaii
PLANT-00007,acer macrophyllum,California
PLANT-00007,acer macrophyllum,Oregon
PLANT-00007,acer macrophyllum,Washington
PLANT-00008,acer negundo,Alabama
PLANT-00008,acer negundo,Arkansas
PLANT-00008,acer negundo,Colorado
PLANT-00008,acer negundo,Connecticut
PLANT-00008,acer negundo,Delaware
PLANT-00008,acer negundo,Florida
PLANT-00008,acer negundo,Georgia
PLANT-00008,acer negundo,Illinois
PLANT-00008,acer negundo,Indiana
PLANT-00008,acer negundo,Iowa
PLANT-00008,acer negundo,Kansas
PLANT-00008,acer negundo,Kentucky
PLANT-00008,acer negundo,Louisiana
PLANT-00008,acer negundo,Maine
PLANT-00008,acer negundo,Maryland
PLANT-00008,acer negundo,Massachusetts
PLANT-00008,acer negundo,Michigan
PLANT-00008,acer negundo,Minnesota
PLANT-00008,acer negundo,Mississippi
PLANT-00008,acer negundo,Missouri
PLANT-00008,acer negundo,Nebraska
PLANT-00008,acer negundo,New Hampshire
PLANT-00008,acer negundo,New Jersey
PLANT-00008,acer negundo,New York
PLANT-00008,acer negundo,North Carolina
PLANT-00008,acer negundo,North Dakota
PLANT-00008,acer negundo,Ohio
PLANT-00008,acer negundo,Oklahoma
PLANT-00008,acer negundo,Oregon
PLANT-00008,acer negundo,Pennsylvania
PLANT-00008,acer negundo,Rhode Island
PLANT-00008,acer negundo,South Carolina
PLANT-00008,acer negundo,South Dakota
PLANT-00008,acer negundo,Tennessee
PLANT-00008,acer negundo,Texas
PLANT-00008,acer negundo,Utah
PLANT-00008,acer negundo,Vermont
PLANT-00008,acer negundo,Virginia
PLANT-00008,acer negundo,Washington
PLANT-00008,acer negundo,West Virginia
PLANT-00008,acer negundo,Wisconsin
PLANT-00009,acer pensylvanicum,Connecticut
PLANT-00009,acer pensylvanicum,Georgia
PLANT-00009,acer pensylvanicum,Indiana
PLANT-00009,acer pensylvanicum,Kentucky
PLANT-00009,acer pensylvanicum,Maine
PLANT-00009,acer pensylvanicum,Maryland
PLANT-00009,acer pensylvanicum,Massachusetts
PLANT-00009,acer pensylvanicum,Michigan
PLANT-00009,acer pensylvanicum,Minnesota
PLANT-00009,acer pensylvanicum,New Hampshire
PLANT-00009,acer pensylvanicum,New Jersey
PLANT-00009,acer pensylvanicum,New York
PLANT-00009,acer pensylvanicum,North Carolina
PLANT-00009,acer pensylvanicum,Ohio
PLANT-00009,acer pensylvanicum,Pennsylvania
PLANT-00009,acer pensylvanicum,Rhode Island
PLANT-00009,acer pensylvanicum,South Carolina
PLANT-00009,acer pensylvanicum,Tennessee
PLANT-00009,acer pensylvanicum,Vermont
PLANT-00009,acer pensylvanicum,Virginia
PLANT-00009,acer pensylvanicum,West Virginia
PLANT-00009,acer pensylvanicum,Wisconsin
PLANT-00010,acer rubrum,Alabama
PLANT-00010,acer rubrum,Arkansas
PLANT-00010,acer rubrum,Connecticut
PLANT-00010,acer rubrum,Delaware
PLANT-00010,acer rubrum,Florida
PLANT-00010,acer rubrum,Georgia
PLANT-00010,acer rubrum,Illinois
PLANT-00010,acer rubrum,Indiana
PLANT-00010,acer rubrum,Iowa
PLANT-00010,acer rubrum,Kentucky
PLANT-00010,acer rubrum,Louisiana
PLANT-00010,acer rubrum,Maine
PLANT-00010,acer rubrum,Maryland
PLANT-00010,acer rubrum,Massachusetts
PLANT-00010,acer rubrum,Michigan
PLANT-00010,acer rubrum,Minnesota
PLANT-00010,acer rubrum,Mississippi
PLANT-00010,acer rubrum,Missouri
PLANT-00010,acer rubrum,New Hampshire
PLANT-00010,acer rubrum,New Jersey
PLANT-00010,acer rubrum,New York
PLANT-00010,acer rubrum,North Carolina
PLANT-00010,acer rubrum,Ohio
PLANT-00010,acer rubrum,Oklahoma
PLANT-00010,acer rubrum,Pennsylvania
PLANT-00010,acer rubrum,Rhode Island
PLANT-00010,acer rubrum,South Carolina
PLANT-00010,acer rubrum,Tennessee
PLANT-00010,acer rubrum,Texas
PLANT-00010,acer rubrum,Vermont
PLANT-00010,acer rubrum,Virginia
PLANT-00010,acer rubrum,West Virginia
PLANT-00010,acer rubrum,Wisconsin
PLANT-00011,acer saccharinum,Alabama
PLANT-00011,acer saccharinum,Arkansas
PLANT-00011,acer saccharinum,California
PLANT-00011,acer saccharinum,Connecticut
PLANT-00011,acer saccharinum,Delaware
PLANT-00011,acer saccharinum,Florida
PLANT-00011,acer saccharinum,Georgia
PLANT-00011,acer saccharinum,Illinois
PLANT-00011,acer saccharinum,Indiana
PLANT-00011,acer saccharinum,Iowa
PLANT-00011,acer saccharinum,Kansas
PLANT-00011,acer saccharinum,Kentucky
PLANT-00011,acer saccharinum,Louisiana
PLANT-00011,acer saccharinum,Maine
PLANT-00011,acer saccharinum,Maryland
PLANT-00011,acer saccharinum,Massachusetts
PLANT-00011,acer saccharinum,Michigan
PLANT-00011,acer saccharinum,Minnesota
PLANT-00011,acer saccharinum,Mississippi
PLANT-00011,acer saccharinum,Missouri
PLANT-00011,acer saccharinum,Nebraska
PLANT-00011,acer saccharinum,New Hampshire
PLANT-00011,acer saccharinum,New Jersey
PLANT-00011,acer saccharinum,New Mexico
PLANT-00011,acer saccharinum,New York
PLANT-00011,acer saccharinum,North Carolina
PLANT-00011,acer saccharinum,North Dakota
PLANT-00011,acer saccharinum,Ohio
PLANT-00011,acer saccharinum,Oklahoma
PLANT-00011,acer saccharinum,Pennsylvania
PLANT-00011,acer saccharinum,Rhode Island
PLANT-00011,acer saccharinum,South Carolina
PLANT-00011,acer saccharinum,South Dakota
PLANT-00011,acer saccharinum,Tennessee
PLANT-00011,acer saccharinum,Vermont
PLANT-00011,acer saccharinum,Virginia
PLANT-00011,acer saccharinum,Washington
PLANT-00011,acer saccharinum,West Virginia
PLANT-00011,acer saccharinum,Wisconsin
PLANT-00012,acer saccharum,Alabama
PLANT-00012,acer saccharum,Arkansas
PLANT-00012,acer saccharum,Connecticut
PLANT-00012,acer saccharum,Delaware
PLANT-00012,acer saccharum,Georgia
PLANT-00012,acer saccharum,Illinois
PLANT-00012,acer saccharum,Indiana
PLANT-00012,acer saccharum,Iowa
PLANT-00012,acer saccharum,Kansas
PLANT-00012,acer saccharum,Kentucky
PLANT-00012,acer saccharum,Louisiana
PLANT-00012,acer saccharum,Maine
PLANT-00012,acer saccharum,Maryland
PLANT-00012,acer saccharum,Massachusetts
PLANT-00012,acer saccharum,Michigan
PLANT-00012,acer saccharum,Minnesota
PLANT-00012,acer saccharum,Mississippi
PLANT-00012,acer saccharum,Missouri
PLANT-00012,acer saccharum,New Hampshire
PLANT-00012,acer saccharum,New Jersey
PLANT-00012,acer saccharum,New York
PLANT-00012,acer saccharum,North Carolina
PLANT-00012,acer saccharum,North Dakota
PLANT-00012,acer saccharum,Ohio
PLANT-00012,acer saccharum,Oklahoma
PLANT-00012,acer saccharum,Pennsylvania
PLANT-00012,acer saccharum,Rhode Island
PLANT-00012,acer saccharum,South Dakota
PLANT-00012,acer saccharum,Tennessee
PLANT-00012,acer saccharum,Vermont
PLANT-00012,acer saccharum,Virginia
PLANT-00012,acer saccharum,West Virginia
PLANT-00012,acer saccharum,Wisconsin
PLANT-00013,acer saccharum subsp. grandidentatum,Arizona
PLANT-00013,acer saccharum subsp. grandidentatum,Colorado
PLANT-00013,acer saccharum subsp. grandidentatum,Idaho
PLANT-00013,acer saccharum subsp. grandidentatum,Montana
PLANT-00013,acer saccharum subsp. grandidentatum,Nevada
PLANT-00013,acer saccharum subsp. grandidentatum,New Mexico
PLANT-00013,acer saccharum subsp. grandidentatum,Texas
PLANT-00013,acer saccharum subsp. grandidentatum,Utah
PLANT-00013,acer saccharum subsp. grandidentatum,Washington
PLANT-00013,acer saccharum subsp. grandidentatum,Wyoming
PLANT-00014,acer saccharum subsp. nigrum,Alabama
PLANT-00014,acer saccharum subsp. nigrum,Arkansas
PLANT-00014,acer saccharum subsp. nigrum,Connecticut
PLANT-00014,acer saccharum subsp. nigrum,Delaware
PLANT-00014,acer saccharum subsp. nigrum,Georgia
PLANT-00014,acer saccharum subsp. nigrum,Illinois
PLANT-00014,acer saccharum subsp. nigrum,Indiana
PLANT-00014,acer saccharum subsp. nigrum,Iowa
PLANT-00014,acer saccharum subsp. nigrum,Kansas
PLANT-00014,acer saccharum subsp. nigrum,Kentucky
PLANT-00014,acer saccharum subsp. nigrum,Maryland
PLANT-00014,acer saccharum subsp. nigrum,Massachusetts
PLANT-00014,acer saccharum subsp. nigrum,Michigan
PLANT-00014,acer saccharum subsp. nigrum,Minnesota
PLANT-00014,acer saccharum subsp. nigrum,Missouri
PLANT-00014,acer saccharum subsp. nigrum,New Hampshire
PLANT-00014,acer saccharum subsp. nigrum,New Jersey
PLANT-00014,acer saccharum subsp. nigrum,New York
PLANT-00014,acer saccharum subsp. nigrum,North Carolina
PLANT-00014,acer saccharum subsp. nigrum,Ohio
PLANT-00014,acer saccharum subsp. nigrum,Pennsylvania
PLANT-00014,acer saccharum subsp. nigrum,South Dakota
PLANT-00014,acer saccharum subsp. nigrum,Tennessee
PLANT-00014,acer saccharum subsp. nigrum,Vermont
PLANT-00014,acer saccharum subsp. nigrum,Virginia
PLANT-00014,acer saccharum subsp. nigrum,West Virginia
PLANT-00014,acer saccharum subsp. nigrum,Wisconsin
PLANT-00015,achillea millefolium,Alabama
PLANT-00015,achillea millefolium,Alaska
PLANT-00015,achillea millefolium,Arizona
PLANT-00015,achillea millefolium,Arkansas
PLANT-00015,achillea millefolium,California
PLANT-00015,achillea millefolium,Colorado
PLANT-00015,achillea millefolium,Connecticut
PLANT-00015,achillea millefolium,Delaware
PLANT-00015,achillea millefolium,Florida
PLANT-00015,achillea millefolium,Georgia
PLANT-00015,achillea millefolium,Idaho
PLANT-00015,achillea millefolium,Illinois
PLANT-00015,achillea millefolium,Indiana
PLANT-00015,achillea millefolium,Iowa
PLANT-00015,achillea millefolium,Kansas
PLANT-00015,achillea millefolium,Kentucky
PLANT-00015,achillea millefolium,Louisiana
PLANT-00015,achillea millefolium,Maine
PLANT-00015,achillea millefolium,Maryland
PLANT-00015,achillea millefolium,Massachusetts
PLANT-00015,achillea millefolium,Michigan
PLANT-00015,achillea millefolium,Minnesota
PLANT-00015,achillea millefolium,Mississippi
PLANT-00015,achillea millefolium,Missouri
PLANT-00015,achillea millefolium,Montana
PLANT-00015,achillea millefolium,Nebraska
PLANT-00015,achillea millefolium,Nevada
PLANT-00015,achillea millefolium,New Hampshire
PLANT-00015,achillea millefolium,New Jersey
PLANT-00015,achillea millefolium,New Mexico
PLANT-00015,achillea millefolium,New York
PLANT-00015,achillea millefolium,North Carolina
PLANT-00015,achillea millefolium,North Dakota
PLANT-00015,achillea millefolium,Ohio
PLANT-00015,achillea millefolium,Oklahoma
PLANT-00015,achillea millefolium,Oregon
PLANT-00015,achillea millefolium,Pennsylvania
PLANT-00015,achillea millefolium,Rhode Island
PLANT-00015,achillea millefolium,South Carolina
PLANT-00015,achillea millefolium,South Dakota
PLANT-00015,achillea millefolium,Tennessee
PLANT-00015,achillea millefolium,Texas
PLANT-00015,achillea millefolium,Utah
PLANT-00015,achillea millefolium,Vermont
PLANT-00015,achillea millefolium,Virginia
PLANT-00015,achillea millefolium,Washington
PLANT-00015,achillea millefolium,West Virginia
PLANT-00015,achillea millefolium,Wisconsin
PLANT-00015,achillea millefolium,Wyoming
PLANT-00016,acoelorrhaphe wrightii,Florida
PLANT-00017,acorus calamus,Alaska
PLANT-00017,acorus calamus,Connecticut
PLANT-00017,acorus calamus,Idaho
PLANT-00017,acorus calamus,Illinois
PLANT-00017,acorus calamus,Indiana
PLANT-00017,acorus calamus,Iowa
PLANT-00017,acorus calamus,Kansas
PLANT-00017,acorus calamus,Maine
PLANT-00017,acorus calamus,Massachusetts
PLANT-00017,acorus calamus,Michigan
PLANT-00017,acorus calamus,Minnesota
PLANT-00017,acorus calamus,Montana
PLANT-00017,acorus calamus,Nebraska
PLANT-00017,acorus calamus,New Hampshire
PLANT-00017,acorus calamus,New Jersey
PLANT-00017,acorus calamus,New York
PLANT-00017,acorus calamus,North Dakota
PLANT-00017,acorus calamus,Ohio
PLANT-00017,acorus calamus,Pennsylvania
PLANT-00017,acorus calamus,Rhode Island
PLANT-00017,acorus calamus,South Dakota
PLANT-00017,acorus calamus,Vermont
PLANT-00017,acorus calamus,Virginia
PLANT-00017,acorus calamus,Washington
PLANT-00017,acorus calamus,Wisconsin
PLANT-00018,actaea pachypoda,Alabama
PLANT-00018,actaea pachypoda,Arkansas
PLANT-00018,actaea pachypoda,Connecticut
PLANT-00018,actaea pachypoda,Delaware
PLANT-00018,actaea pachypoda,Florida
PLANT-00018,actaea pachypoda,Georgia
PLANT-00018,actaea pachypoda,Illinois
PLANT-00018,actaea pachypoda,Indiana
PLANT-00018,actaea pachypoda,Iowa
PLANT-00018,actaea pachypoda,Kansas
PLANT-00018,actaea pachypoda,Kentucky
PLANT-00018,actaea pachypoda,Louisiana
PLANT-00018,actaea pachypoda,Maine
PLANT-00018,actaea pachypoda,Maryland
PLANT-00018,actaea pachypoda,Massachusetts
PLANT-00018,actaea pachypoda,Michigan
PLANT-00018,actaea pachypoda,Minnesota
PLANT-00018,actaea pachypoda,Mississippi
PLANT-00018,actaea pachypoda,Missouri
PLANT-00018,actaea pachypoda,Nebraska
PLANT-00018,actaea pachypoda,New Hampshire
PLANT-00018,actaea pachypoda,New Jersey
PLANT-00018,actaea pachypoda,New York
PLANT-00018,actaea pachypoda,North Carolina
PLANT-00018,actaea pachypoda,Ohio
PLANT-00018,actaea pachypoda,Oklahoma
PLANT-00018,actaea pachypoda,Pennsylvania
PLANT-00018,actaea pachypoda,Rhode Island
PLANT-00018,actaea pachypoda,South Carolina
PLANT-00018,actaea pachypoda,Tennessee
PLANT-00018,actaea pachypoda,Vermont
PLANT-00018,actaea pachypoda,Virginia
PLANT-00018,actaea pachypoda,West Virginia
PLANT-00018,actaea pachypoda,Wisconsin
PLANT-00019,actaea racemosa,Alabama
PLANT-00019,actaea racemosa,Arkansas
PLANT-00019,actaea racemosa,Connecticut
PLANT-00019,actaea racemosa,Delaware
PLANT-00019,actaea racemosa,Georgia
PLANT-00019,actaea racemosa,Illinois
PLANT-00019,actaea racemosa,Indiana
PLANT-00019,actaea racemosa,Iowa
PLANT-00019,actaea racemosa,Kentucky
PLANT-00019,actaea racemosa,Maine
PLANT-00019,actaea racemosa,Maryland
PLANT-00019,actaea racemosa,Massachusetts
PLANT-00019,actaea racemosa,Michigan
PLANT-00019,actaea racemosa,Mississippi
PLANT-00019,actaea racemosa,Missouri
PLANT-00019,actaea racemosa,New Jersey
PLANT-00019,actaea racemosa,New York
PLANT-00019,actaea racemosa,North Carolina
PLANT-00019,actaea racemosa,Ohio
PLANT-00019,actaea racemosa,Pennsylvania
PLANT-00019,actaea racemosa,South Carolina
PLANT-00019,actaea racemosa,Tennessee
PLANT-00019,actaea racemosa,Virginia
PLANT-00019,actaea racemosa,West Virginia
PLANT-00020,adiantum capillus-veneris,Alabama
PLANT-00020,adiantum capillus-veneris,Arizona
PLANT-00020,adiantum capillus-veneris,Arkansas
PLANT-00020,adiantum capillus-veneris,California
PLANT-00020,adiantum capillus-veneris,Colorado
PLANT-00020,adiantum capillus-veneris,Florida
PLANT-00020,adiantum capillus-veneris,Georgia
PLANT-00020,adiantum capillus-veneris,Hawaii
PLANT-00020,adiantum capillus-veneris,Kentucky
PLANT-00020,adiantum capillus-veneris,Louisiana
PLANT-00020,adiantum capillus-veneris,Maryland
PLANT-00020,adiantum capillus-veneris,Mississippi
PLANT-00020,adiantum capillus-veneris,Missouri
PLANT-00020,adiantum capillus-veneris,Nevada
PLANT-00020,adiantum capillus-veneris,New Mexico
PLANT-00020,adiantum capillus-veneris,North Carolina
PLANT-00020,adiantum capillus-veneris,Ohio
PLANT-00020,adiantum capillus-veneris,Oklahoma
PLANT-00020,adiantum capillus-veneris,South Carolina
PLANT-00020,adiantum capillus-veneris,South Dakota
PLANT-00020,adiantum capillus-veneris,Tennessee
PLANT-00020,adiantum capillus-veneris,Texas
PLANT-00020,adiantum capillus-veneris,Utah
PLANT-00020,adiantum capillus-veneris,Virginia
PLANT-00021,adiantum pedatum,Alabama
PLANT-00021,adiantum pedatum,Alaska
PLANT-00021,adiantum pedatum,Arkansas
PLANT-00021,adiantum pedatum,Connecticut
PLANT-00021,adiantum pedatum,Delaware
PLANT-00021,adiantum pedatum,Georgia
PLANT-00021,adiantum pedatum,Illinois
PLANT-00021,adiantum pedatum,Iowa
PLANT-00021,adiantum pedatum,Kansas
PLANT-00021,adiantum pedatum,Kentucky
PLANT-00021,adiantum pedatum,Louisiana
PLANT-00021,adiantum pedatum,Maine
PLANT-00021,adiantum pedatum,Maryland
PLANT-00021,adiantum pedatum,Michigan
PLANT-00021,adiantum pedatum,Minnesota
PLANT-00021,adiantum pedatum,Mississippi
PLANT-00021,adiantum pedatum,Missouri
PLANT-00021,adiantum pedatum,Nebraska
PLANT-00021,adiantum pedatum,New Hampshire
PLANT-00021,adiantum pedatum,New Jersey
PLANT-00021,adiantum pedatum,New York
PLANT-00021,adiantum pedatum,North Carolina
PLANT-00021,adiantum pedatum,Ohio
PLANT-00021,adiantum pedatum,Oklahoma
PLANT-00021,adiantum pedatum,Pennsylvania
PLANT-00021,adiantum pedatum,Rhode Island
PLANT-00021,adiantum pedatum,South Carolina
PLANT-00021,adiantum pedatum,South Dakota
PLANT-00021,adiantum pedatum,Tennessee
PLANT-00021,adiantum pedatum,Vermont
PLANT-00021,adiantum pedatum,Virginia
PLANT-00021,adiantum pedatum,West Virginia
PLANT-00021,adiantum pedatum,Wisconsin
PLANT-00022,aesculus californica,California
PLANT-00023,aesculus flava,Alabama
PLANT-00023,aesculus flava,Georgia
PLANT-00023,aesculus flava,Illinois
PLANT-00023,aesculus flava,Indiana
PLANT-00023,aesculus flava,Kentucky
PLANT-00023,aesculus flava,Maryland
PLANT-00023,aesculus flava,Mississippi
PLANT-00023,aesculus flava,New Jersey
PLANT-00023,aesculus flava,North Carolina
PLANT-00023,aesculus flava,Ohio
PLANT-00023,aesculus flava,Pennsylvania
PLANT-00023,aesculus flava,South Carolina
PLANT-00023,aesculus flava,Tennessee
PLANT-00023,aesculus flava,Virginia
PLANT-00023,aesculus flava,West Virginia
PLANT-00024,aesculus glabra,Alabama
PLANT-00024,aesculus glabra,Arkansas
PLANT-00024,aesculus glabra,Georgia
PLANT-00024,aesculus glabra,Illinois
PLANT-00024,aesculus glabra,Indiana
PLANT-00024,aesculus glabra,Iowa
PLANT-00024,aesculus glabra,Kansas
PLANT-00024,aesculus glabra,Kentucky
PLANT-00024,aesculus glabra,Maine
PLANT-00024,aesculus glabra,Maryland
PLANT-00024,aesculus glabra,Michigan
PLANT-00024,aesculus glabra,Minnesota
PLANT-00024,aesculus glabra,Mississippi
PLANT-00024,aesculus glabra,Missouri
PLANT-00024,aesculus glabra,New Hampshire
PLANT-00024,aesculus glabra,New Jersey
PLANT-00024,aesculus glabra,New York
PLANT-00024,aesculus glabra,North Carolina
PLANT-00024,aesculus glabra,Ohio
PLANT-00024,aesculus glabra,Oklahoma
PLANT-00024,aesculus glabra,Pennsylvania
PLANT-00024,aesculus glabra,South Carolina
PLANT-00024,aesculus glabra,Tennessee
PLANT-00024,aesculus glabra,Texas
PLANT-00024,aesculus glabra,West Virginia
PLANT-00024,aesculus glabra,Wisconsin
PLANT-00025,aesculus parviflora,Alabama
PLANT-00025,aesculus parviflora,Georgia
PLANT-00025,aesculus parviflora,New Jersey
PLANT-00025,aesculus parviflora,Pennsylvania
PLANT-00025,aesculus parviflora,South Carolina
PLANT-00026,aesculus parviflora var. serotina,Alabama
PLANT-00026,aesculus parviflora var. serotina,Arkansas
PLANT-00026,aesculus parviflora var. serotina,Delaware
PLANT-00026,aesculus parviflora var. serotina,Florida
PLANT-00026,aesculus parviflora var. serotina,Georgia
PLANT-00026,aesculus parviflora var. serotina,Kentucky
PLANT-00026,aesculus parviflora var. serotina,Louisiana
PLANT-00026,aesculus parviflora var. serotina,Maryland
PLANT-00026,aesculus parviflora var. serotina,Mississippi
PLANT-00026,aesculus parviflora var. serotina,North Carolina
PLANT-00026,aesculus parviflora var. serotina,South Carolina
PLANT-00026,aesculus parviflora var. serotina,Tennessee
PLANT-00026,aesculus parviflora var. serotina,Virginia
PLANT-00027,aesculus pavia,Alabama
PLANT-00027,aesculus pavia,Arkansas
PLANT-00027,aesculus pavia,Florida
PLANT-00027,aesculus pavia,Georgia
PLANT-00027,aesculus pavia,Illinois
PLANT-00027,aesculus pavia,Kentucky
PLANT-00027,aesculus pavia,Louisiana
PLANT-00027,aesculus pavia,Mississippi
PLANT-00027,aesculus pavia,Missouri
PLANT-00027,aesculus pavia,North Carolina
PLANT-00027,aesculus pavia,Oklahoma
PLANT-00027,aesculus pavia,South Carolina
PLANT-00027,aesculus pavia,Tennessee
PLANT-00027,aesculus pavia,Texas
PLANT-00027,aesculus pavia,Virginia
PLANT-00027,aesculus pavia,West Virginia
PLANT-00028,aesculus sylvatica,Alabama
PLANT-00028,aesculus sylvatica,Florida
PLANT-00028,aesculus sylvatica,Georgia
PLANT-00028,aesculus sylvatica,Kentucky
PLANT-00028,aesculus sylvatica,North Carolina
PLANT-00028,aesculus sylvatica,South Carolina
PLANT-00028,aesculus sylvatica,Tennessee
PLANT-00028,aesculus sylvatica,Virginia
PLANT-00029,agalinis tenuifolia,Alabama
PLANT-00029,agalinis tenuifolia,Arkansas
PLANT-00029,agalinis tenuifolia,Colorado
PLANT-00029,agalinis tenuifolia,Connecticut
PLANT-00029,agalinis tenuifolia,Delaware
PLANT-00029,agalinis tenuifolia,Florida
PLANT-00029,agalinis tenuifolia,Georgia
PLANT-00029,agalinis tenuifolia,Illinois
PLANT-00029,agalinis tenuifolia,Indiana
PLANT-00029,agalinis tenuifolia,Iowa
PLANT-00029,agalinis tenuifolia,Kansas
PLANT-00029,agalinis tenuifolia,Kentucky
PLANT-00029,agalinis tenuifolia,Louisiana
PLANT-00029,agalinis tenuifolia,Maine
PLANT-00029,agalinis tenuifolia,Maryland
PLANT-00029,agalinis tenuifolia,Massachusetts
PLANT-00029,agalinis tenuifolia,Michigan
PLANT-00029,agalinis tenuifolia,Minnesota
PLANT-00029,agalinis tenuifolia,Mississippi
PLANT-00029,agalinis tenuifolia,Missouri
PLANT-00029,agalinis tenuifolia,Nebraska
PLANT-00029,agalinis tenuifolia,New Hampshire
PLANT-00029,agalinis tenuifolia,New Jersey
PLANT-00029,agalinis tenuifolia,New Mexico
PLANT-00029,agalinis tenuifolia,New York
PLANT-00029,agalinis tenuifolia,North Carolina
PLANT-00029,agalinis tenuifolia,North Dakota
PLANT-00029,agalinis tenuifolia,Ohio
PLANT-00029,agalinis tenuifolia,Oklahoma
PLANT-00029,agalinis tenuifolia,Pennsylvania
PLANT-00029,agalinis tenuifolia,Rhode Island
PLANT-00029,agalinis tenuifolia,South Carolina
PLANT-00029,agalinis tenuifolia,South Dakota
PLANT-00029,agalinis tenuifolia,Tennessee
PLANT-00029,agalinis tenuifolia,Texas
PLANT-00029,agalinis tenuifolia,Vermont
PLANT-00029,agalinis tenuifolia,Virginia
PLANT-00029,agalinis tenuifolia,West Virginia
PLANT-00029,agalinis tenuifolia,Wisconsin
PLANT-00029,agalinis tenuifolia,Wyoming
PLANT-00030,agastache cana,New Mexico
PLANT-00030,agastache cana,Texas
PLANT-00031,agastache foeniculum,Colorado
PLANT-00031,agastache foeniculum,Connecticut
PLANT-00031,agastache foeniculum,Delaware
PLANT-00031,agastache foeniculum,Idaho
PLANT-00031,agastache foeniculum,Illinois
PLANT-00031,agastache foeniculum,Iowa
PLANT-00031,agastache foeniculum,Kentucky
PLANT-00031,agastache foeniculum,Michigan
PLANT-00031,agastache foeniculum,Minnesota
PLANT-00031,agastache foeniculum,Montana
PLANT-00031,agastache foeniculum,Nebraska
PLANT-00031,agastache foeniculum,New Hampshire
PLANT-00031,agastache foeniculum,New York
PLANT-00031,agastache foeniculum,North Dakota
PLANT-00031,agastache foeniculum,Pennsylvania
PLANT-00031,agastache foeniculum,South Dakota
PLANT-00031,agastache foeniculum,Washington
PLANT-00031,agastache foeniculum,Wisconsin
PLANT-00031,agastache foeniculum,Wyoming
PLANT-00032,agastache nepetoides,Alabama
PLANT-00032,agastache nepetoides,Arkansas
PLANT-00032,agastache nepetoides,Delaware
PLANT-00032,agastache nepetoides,Georgia
PLANT-00032,agastache nepetoides,Illinois
PLANT-00032,agastache nepetoides,Indiana
PLANT-00032,agastache nepetoides,Iowa
PLANT-00032,agastache nepetoides,Kansas
PLANT-00032,agastache nepetoides,Kentucky
PLANT-00032,agastache nepetoides,Maryland
PLANT-00032,agastache nepetoides,Michigan
PLANT-00032,agastache nepetoides,Minnesota
PLANT-00032,agastache nepetoides,Missouri
PLANT-00032,agastache nepetoides,Nebraska
PLANT-00032,agastache nepetoides,New Jersey
PLANT-00032,agastache nepetoides,New York
PLANT-00032,agastache nepetoides,North Carolina
PLANT-00032,agastache nepetoides,Ohio
PLANT-00032,agastache nepetoides,Oklahoma
PLANT-00032,agastache nepetoides,Pennsylvania
PLANT-00032,agastache nepetoides,South Carolina
PLANT-00032,agastache nepetoides,South Dakota
PLANT-00032,agastache nepetoides,Tennessee
PLANT-00032,agastache nepetoides,Vermont
PLANT-00032,agastache nepetoides,Virginia
PLANT-00032,agastache nepetoides,West Virginia
PLANT-00032,agastache nepetoides,Wisconsin
PLANT-00033,agastache rupestris,Arizona
PLANT-00033,agastache rupestris,New Mexico
PLANT-00034,agave americana,Arizona
PLANT-00034,agave americana,Texas
PLANT-00035,agave havardiana,Texas
PLANT-00036,agave parryi,Arizona
PLANT-00036,agave parryi,New Mexico
PLANT-00036,agave parryi,Texas
PLANT-00037,agave shawii,California
PLANT-00038,ageratina altissima,Alabama
PLANT-00038,ageratina altissima,Alaska
PLANT-00038,ageratina altissima,Arizona
PLANT-00038,ageratina altissima,Arkansas
PLANT-00038,ageratina altissima,California
PLANT-00038,ageratina altissima,Colorado
PLANT-00038,ageratina altissima,Connecticut
PLANT-00038,ageratina altissima,Delaware
PLANT-00038,ageratina altissima,Florida
PLANT-00038,ageratina altissima,Georgia
PLANT-00038,ageratina altissima,Idaho
PLANT-00038,ageratina altissima,Illinois
PLANT-00038,ageratina altissima,Indiana
PLANT-00038,ageratina altissima,Iowa
